n,pv_share,scale_mode,lam,base_ok,v_min_base,tpf_conv,k_out,k_in,eps_med,q_max,v_min,v_max,nr_conv
40,0.25,load_pv,9.061538461538461,True,0.731642782196352,True,8.0,52.0,7.714083373126217e-06,0.08059639411637712,0.7367344779945411,0.9971338506945677,True
40,0.25,load_pv,9.615384615384615,True,0.7069334742026351,True,9.0,62.0,1.1397773471827408e-05,0.08024000589720323,0.7120379764913087,0.9966389690075231,True
40,0.25,load_pv,10.169230769230769,True,0.6798110435198431,True,10.0,77.0,1.487944772646233e-05,0.07988336926135799,0.6849306681885358,0.9961423637501071,True
40,0.25,load_pv,10.723076923076922,True,0.6493964724112918,True,13.0,108.0,1.6191024194850646e-05,0.07952648153410556,0.6545348027496615,0.9956440173233698,True
40,0.25,pv_only,0.2,True,0.9713940725819987,True,3.0,10.0,0.00020871124380850644,0.08574504493266678,0.976399805262803,1.0038588238308481,True
40,0.25,pv_only,0.7538461538461538,True,0.975227827743755,True,3.0,10.0,0.00020498486325608154,0.08575104499697374,0.9802335130294572,1.0040618827545575,True
40,0.25,pv_only,1.3076923076923077,True,0.979023053126693,True,3.0,9.0,0.00020135458966134606,0.0857569466668105,0.9840286950162959,1.004264595853629,True
40,0.25,pv_only,1.8615384615384616,True,0.982780706376635,True,3.0,9.0,0.0001978370431273701,0.08576282657665536,0.9877863032716071,1.0044669686810077,True
40,0.25,pv_only,2.4153846153846157,True,0.986501705211597,True,3.0,9.0,0.0001943985665721939,0.085768646209899,0.9915072587554652,1.0046690002990715,True
40,0.25,pv_only,2.9692307692307693,True,0.9900708066647003,True,3.0,8.0,0.00019103633463433744,0.0857744058365118,0.9950776803094357,1.004870691955599,True
40,0.25,pv_only,3.5230769230769234,True,0.9926434905337937,True,3.0,8.0,0.0001877448760338531,0.085780105724611,0.997650327535834,1.005240991587832,True
40,0.25,pv_only,4.0769230769230775,True,0.9951913024457251,True,3.0,8.0,0.0001845252771855356,0.08578574613966324,1.0001981035664524,1.0059111409698216,True
40,0.25,pv_only,4.630769230769231,True,0.9977147884763695,True,3.0,9.0,0.00018136874686612762,0.08579132734972832,1.0011082844005241,1.007986247879769,True
40,0.25,pv_only,5.184615384615385,True,1.0001956565034409,True,3.0,10.0,0.00017830896615480396,0.0857968892749677,1.0015661332653436,1.0117295278778058,True
40,0.25,pv_only,5.7384615384615385,True,1.0006468347976412,True,3.0,10.0,0.00017532023108876314,0.08580235425432821,1.0020190243559532,1.0154395663477054,True
40,0.25,pv_only,6.292307692307693,True,1.0010739781619686,True,3.0,10.0,0.00017239934050446775,0.08580776108462952,1.0024670483464622,1.0191170873499893,True
40,0.25,pv_only,6.846153846153847,True,1.0012733241094656,True,3.0,11.0,0.00016954619294092218,0.0858131100187888,1.0029102926661462,1.0227627908821622,True
40,0.25,pv_only,7.4,True,1.0014723397611576,True,3.0,11.0,0.00016675584782393493,0.08581840130821487,1.0033488416491805,1.026377351267611,True
40,0.25,pv_only,7.953846153846155,True,1.0016710262912634,True,3.0,11.0,0.0001640273682170802,0.08582363520183439,1.0037827767504277,1.0299614189009783,True
40,0.25,pv_only,8.507692307692308,True,1.0018693848661988,True,3.0,11.0,0.00016129460618616236,0.08582881194667669,1.0042121766481207,1.0335156211826497,True
40,0.25,pv_only,9.061538461538461,True,1.0020674166446508,True,3.0,11.0,0.0001585379337245185,0.08583393178778424,1.0046371173798396,1.03704056366249,True
40,0.25,pv_only,9.615384615384615,True,1.0022651227776493,True,3.0,11.0,0.00015584444376999366,0.08583899496821576,1.005057672466781,1.0405368311008458,True
40,0.25,pv_only,10.169230769230769,True,1.00246250440864,True,3.0,11.0,0.0001533090721645943,0.08584400172909862,1.0054739130290624,1.0440049884498568,True
40,0.25,pv_only,10.723076923076922,True,1.0026595626735524,True,3.0,11.0,0.00015089361259877472,0.0858489523096122,1.0058859078929732,1.0474455817627624,True
40,0.5,load,0.2,True,1.000015123342771,True,3.0,8.0,3.104693327662948e-05,0.08626735251166254,1.0014847233158732,1.0056482767711752,True
40,0.5,load,0.7538461538461538,True,0.9842326796917691,True,3.0,9.0,0.00012388862276533385,0.08591369387592139,0.9892331806172506,1.0044512543372217,True
40,0.5,load,1.3076923076923077,True,0.9673416753551435,True,3.0,9.0,0.00022139700708591212,0.08555957256290882,0.9723428225700378,1.0037777226415605,True
40,0.5,load,1.8615384615384616,True,0.949868757613217,True,4.0,14.0,6.398400249950745e-07,0.08520809882297806,0.9548701298319112,1.0031013304557723,True
40,0.5,load,2.4153846153846157,True,0.9317514781195502,True,4.0,14.0,1.195496861893036e-06,0.08485278706429968,0.9367533101720241,1.0024216658151308,True
40,0.5,load,2.9692307692307693,True,0.9129153188419447,True,4.0,17.0,2.024971878997925e-06,0.0844970385415561,0.9179175462227469,1.001738886394191,True
40,0.5,load,3.5230769230769234,True,0.8932701474225425,True,4.0,18.0,3.228343312977886e-06,0.08414084698426312,0.8982726712858833,1.0010529523705427,True
40,0.5,load,4.0769230769230775,True,0.8727052094420865,True,5.0,22.0,2.4926582062829603e-06,0.08378422165311121,0.8777087894012092,1.0003638240014094,True
40,0.5,load,4.630769230769231,True,0.8510818437063257,True,5.0,24.0,3.82153024880502e-06,0.08342712392231073,0.856086256755835,0.9996714577294676,True
40,0.5,load,5.184615384615385,True,0.8282225103292377,True,5.0,28.0,5.42500067287167e-06,0.08306956508049042,0.8332283592236331,0.998975812070308,True
40,0.5,load,5.7384615384615385,True,0.8038935556912625,True,6.0,34.0,5.063246988399875e-07,0.08271153871550031,0.8088994077326864,0.9982768435162162,True
40,0.5,load,6.292307692307693,True,0.7777766951837839,True,6.0,37.0,1.0320164746239648e-06,0.082353038071028,0.7827827957022528,0.997574507548912,True
40,0.5,load,6.846153846153847,True,0.7494186097066552,True,7.0,46.0,1.2877874678718728e-06,0.08199405644417251,0.7544268725823379,0.9968687586228128,True
40,0.5,load,7.4,True,0.7181337673566033,True,8.0,57.0,1.1323757403730035e-06,0.08163458689551926,0.7231433227822527,0.9961595501180828,True
40,0.5,load,7.953846153846155,True,0.6827930597844204,True,10.0,78.0,1.0665395492536725e-06,0.0812746223208814,0.6878045381802926,0.9954468343084749,True
40,0.5,load,8.507692307692308,True,0.6412728602427789,True,13.0,126.0,2.2304403394836437e-06,0.08091415544456748,0.6462863980833224,0.994730562323747,True
40,0.5,load,9.061538461538461,True,0.5884881883419257,True,30.0,388.0,3.7205209541402206e-06,0.08055317881388066,0.5935064194846928,0.9940106841106058,True
40,0.5,load,9.615384615384615,True,0.49986713020000245,False,60.0,12167.0,0.002840216549757229,0.08019168479299872,0.4709376332899832,0.9932871483918729,True
40,0.5,load,10.169230769230769,False,,,,,,,,,
40,0.5,load,10.723076923076922,False,,,,,,,,,
40,0.5,load_pv,0.2,True,0.9954356344730239,True,3.0,8.0,3.24722180133947e-05,0.08626321123691408,1.0004356034886086,1.0048305989548032,True
40,0.5,load_pv,0.7538461538461538,True,0.9825973307116074,True,3.0,9.0,0.0001245938650991547,0.08591236303954754,0.9875978335357373,1.0043612858451847,True
40,0.5,load_pv,1.3076923076923077,True,0.9694509173621659,True,3.0,9.0,0.0002201399090813903,0.08556130775731972,0.9744520587452937,1.0038906546739246,True
40,0.5,load_pv,1.8615384615384616,True,0.9559733603839997,True,3.0,12.0,0.0003193805036790117,0.08521008571944129,0.9609757067488754,1.0034186976829975,True
40,0.5,load_pv,2.4153846153846157,True,0.9421385969776318,True,4.0,14.0,1.1118365806562115e-06,0.0848614475333859,0.947140387007137,1.0029455579394944,True
40,0.5,load_pv,2.9692307692307693,True,0.9279169463219472,True,4.0,15.0,1.8049034250515685e-06,0.0845095652880416,0.9329191295137806,1.0024708921667855,True
40,0.5,load_pv,3.5230769230769234,True,0.9132743641430334,True,4.0,17.0,2.7429236423044842e-06,0.0841575153185203,0.9182768623454342,1.0019948646839096,True
40,0.5,load_pv,4.0769230769230775,True,0.8981714872143799,True,5.0,19.0,2.0036273234475983e-06,0.0838053118605349,0.903174823627409,1.0015174645196685,True
40,0.5,load_pv,4.630769230769231,True,0.882562390594456,True,5.0,22.0,2.8220908410542882e-06,0.08345292021885725,0.8875663925274792,1.0010386775393745,True
40,0.5,load_pv,5.184615384615385,True,0.8663929444671751,True,5.0,24.0,3.906216677189267e-06,0.08310035681977612,0.8713977403340697,1.0005584925322488,True
